ID,RCTRCK,RACE_DE,PRDCTN_NATION_NM,SEX,AGE,BND_WT,TRNER,RCHOSE_OWNR_NM,RCHOSE_BDWGH
275,부경,2013-01-11,한,수,,54,유병복,전성연,462
276,부경,2013-01-11,한,수,,54,김남중,곽희원,520
277,부경,2013-01-11,미,수,,54,장세한,이동훈,494
278,부경,2013-01-11,미,수,,54,하무선,강성호,503
279,부경,2013-01-11,미,수,,54,백광열,이종훈,456
280,부경,2013-01-11,한,수,,54,임한,김영근,474
281,부경,2013-01-11,한,수,,51,민장기,송문관,482
282,부경,2013-01-11,한,수,,53,백광열,김종민,471
283,부경,2013-01-11,한,수,,54,강병은,윤지중,514
284,부경,2013-01-11,한,수,,53,김재섭,서성열,500
285,부경,2013-01-11,한,수,,55,울즐리,유수태,513
286,부경,2013-01-11,한,수,,56,조용배,이성민,494
287,부경,2013-01-11,한,수,,54,양귀선,김용석,482
288,부경,2013-01-11,한,수,,56,오문식,박은주,513
289,부경,2013-01-11,한,수,,54,권승주,손병현,521
290,부경,2013-01-11,한,수,,54,한상복,변공민,436
291,부경,2013-01-11,한,수,,54,방동석,오헌봉,492
292,부경,2013-01-11,한,수,,54,하무선,서정범,484
293,부경,2013-01-11,한,수,,55,강형곤,김원호,471
294,부경,2013-01-11,한,수,,54,윤주혁,서귀포시축협,493
295,부경,2013-01-11,한,수,,53,김재섭,조태만,491
296,부경,2013-01-11,한,수,,54,한상복,구영본,478
297,부경,2013-01-11,한,수,,54,김길중,구교일,478
298,부경,2013-01-11,한,암,,54,한상복,오공학,463
299,부경,2013-01-11,한,거,,51,김상석,강종철,497
300,부경,2013-01-11,한,거,,54.5,임금만,최철이,554
301,부경,2013-01-11,한,거,,51.5,오문식,이원재,465
302,부경,2013-01-11,한,거,,51,권승주,한영희,467
303,부경,2013-01-11,한,거,,54,김창옥,고재완,478
304,부경,2013-01-11,한,거,,53,이정표,김영옥,498
305,부경,2013-01-11,한,거,,54,임금만,민병욱,487
306,부경,2013-01-11,한,거,,54,김창옥,강영종,500
307,부경,2013-01-11,한,거,,51,권승주,한영희,485
308,부경,2013-01-11,미,거,,56,이정표,여성숙,494
309,부경,2013-01-11,한,거,,56,임금만,소명종합건설,447
310,부경,2013-01-11,한,거,,56,임동창,최원호,522
311,부경,2013-01-11,미,수,,57,양귀선,전흥기,484
312,부경,2013-01-11,한,수,,54,이상영,김봉경,504
313,부경,2013-01-11,한,수,,56,김영관,곽종수,513
314,부경,2013-01-11,한,수,,56,김성현,김영구,538
315,부경,2013-01-11,한,거,,56,김창옥,고재완,456
316,부경,2013-01-11,한,수,,53,유병복,현길림,488
317,부경,2013-01-11,한,거,,55,유병복,범한산업,512
318,부경,2013-01-11,한,거,,55,임금만,김태권,489
319,부경,2013-01-11,한,거,,56,임금만,이성기,492
320,부경,2013-01-11,한,거,,52,김상석,전종섭,449
321,부경,2013-01-13,미,수,,55,민장기,이혜란,492
322,부경,2013-01-13,한,수,,52,유충열,나종용,460
323,부경,2013-01-13,한,수,,52,권승주,최원호,476
324,부경,2013-01-13,한,수,,53,강형곤,곽종수,475
325,부경,2013-01-13,미,수,,52,유병복,현길림,490
326,부경,2013-01-13,한,수,,54,윤주혁,서귀포시축협,461
327,부경,2013-01-13,한,수,,51,강병은,이동좌,506
328,부경,2013-01-13,한,수,,54,최기홍,김원식,453
329,부경,2013-01-13,호,수,,51,김재섭,윤지중,495
330,부경,2013-01-13,한,수,,52,김영관,류용상,521
331,부경,2013-01-13,한,수,,55,강형곤,김원호,470
332,부경,2013-01-13,한,암,,53,임동창,김화원,480
333,부경,2013-01-13,한,암,,53,하무선,김성수,457
334,부경,2013-01-13,한,암,,53,권승주,김대욱,465
335,부경,2013-01-13,한,암,,53,김길중,곽희원,447
336,부경,2013-01-13,한,암,,52,양귀선,이성님,454
337,부경,2013-01-13,한,암,,54,이상영,태희종합건설,443
338,부경,2013-01-13,미,암,,51,윤주혁,채상철,474
339,부경,2013-01-13,미,암,,54,최기홍,손병철,455
340,부경,2013-01-13,한,암,,51,임동창,박호익,500
341,부경,2013-01-13,한,암,,56,울즐리,페가수스,467
342,부경,2013-01-13,한,암,,51,유병복,범한산업,474
343,부경,2013-01-13,미,거,,55,오문식,박은주,452
344,부경,2013-01-13,미,수,,56,양귀선,김용석,502
345,부경,2013-01-13,한,수,,54,오문식,정완모,502
346,부경,2013-01-13,미,수,,52,하무선,최경환,477
347,부경,2013-01-13,한,수,,54,유병복,정영식,544
348,부경,2013-01-13,한,수,,52.5,강병은,이원재,497
349,부경,2013-01-13,미,거,,57.5,강형곤,홍경표,468
350,부경,2013-01-13,미,거,,51,이정표,여성숙,542
351,부경,2013-01-13,미,거,,60.5,김남중,태희종합건설,0
352,부경,2013-01-13,뉴,거,,50,강병은,김응수,453
353,부경,2013-01-13,호,거,,53,백광열,옥치성,532
354,부경,2013-01-13,호,거,,53,김영관,조옥희,458
355,부경,2013-01-13,미,거,,51,강병은,홍경표,451
356,부경,2013-01-13,한,거,,57,오문식,유상호,453
357,부경,2013-01-13,한,거,,51,김상석,송문관,467
358,부경,2013-01-13,미,거,,57,임금만,최철이,508
359,부경,2013-01-13,한,거,,52,김재섭,고명환,462
360,부경,2013-01-13,한,거,,55,조용배,장재원,458
361,부경,2013-01-13,한,거,,55,김성현,박선희,453
362,부경,2013-01-13,뉴,수,,54.5,백광열,박웅진,554
363,부경,2013-01-13,한,거,,54,강형곤,김원구,465
364,부경,2013-01-13,미,거,,56,김재섭,고석주,469
365,부경,2013-01-13,미,수,,52.5,강병은,문경숙,0
366,부경,2013-01-13,미,수,,51,이정표,박성배,490
367,부경,2013-01-13,한,수,,55.5,오문식,정광화,512
368,부경,2013-01-13,한,수,,52,김재섭,윤지중,484
369,부경,2013-01-13,한,수,,51,백광열,박정배,467
370,부경,2013-01-13,한,수,,52,임금만,소명종합건설,487
371,부경,2013-01-13,미,수,,56,오문식,강종민,524
372,부경,2013-01-13,미,수,,53,강형곤,홍경표,480
373,부경,2013-01-13,한,암,,53,양귀선,양호규,492
374,부경,2013-01-13,한,암,,53,이상영,김봉겸,437
375,부경,2013-01-13,미,암,,51,윤주혁,송정아,430
376,부경,2013-01-13,미,암,,52,이상영,김봉경,478
377,부경,2013-01-13,한,거,,51,김상석,서귀포시축협,486
378,부경,2013-01-13,호,거,,56,강형곤,곽희원,471
379,부경,2013-01-13,한,거,,54,방동석,조영자,457
380,부경,2013-01-18,한,거,,51,방동석,유수태,489
381,부경,2013-01-18,한,암,,53,조용배,송한우,465
382,부경,2013-01-18,한,암,,50,울즐리,이득선,410
383,부경,2013-01-18,한,암,,54,조용배,장재원,448
384,부경,2013-01-18,일,암,,54,유충열,이상일,427
385,부경,2013-01-18,한,암,,54,김길중,박평양,445
386,부경,2013-01-18,한,암,,56,강병은,신우철,519
387,부경,2013-01-18,한,암,,53,유충열,이혜선,450
388,부경,2013-01-18,한,암,,53,김상석,전종섭,0
389,부경,2013-01-18,한,암,,53.5,김상석,나종용,496
390,부경,2013-01-18,한,암,,52,고홍석,이동좌,495
391,부경,2013-01-18,한,암,,52.5,방동석,이득선,443
392,부경,2013-01-18,한,암,,55,김영관,이영선,519
393,부경,2013-01-18,한,암,,54,김남중,이성님,441
394,부경,2013-01-18,한,암,,53,울즐리,허필도,480
395,부경,2013-01-18,한,암,,54,유충열,홍태수,444
396,부경,2013-01-18,한,암,,53,장세한,양정두,458
397,부경,2013-01-18,한,암,,54,하무선,김경태,467
398,부경,2013-01-18,한,암,,50,하무선,김광원,505
399,부경,2013-01-18,한,암,,51,김재섭,박의주,457
400,부경,2013-01-18,미,암,,52,김병학,김종석,465
401,부경,2013-01-18,미,암,,50,김병학,이성기,462
402,부경,2013-01-18,한,암,,57,고홍석,이동좌,537
403,부경,2013-01-18,한,암,,55,오문식,이혜란,461
404,부경,2013-01-18,한,수,,53,임동창,배동성,521
405,부경,2013-01-18,한,수,,56,김길중,박정배,446
406,부경,2013-01-18,한,수,,54,김재섭,박의주,494
407,부경,2013-01-18,한,수,,54,백광열,강훈표,484
408,부경,2013-01-18,미,수,,52,하무선,고정수,470
409,부경,2013-01-18,한,암,,52,임금만,김평갑,488
410,부경,2013-01-18,한,암,,52,하무선,김광원,480
411,부경,2013-01-18,한,암,,52,양귀선,이성님,450
412,부경,2013-01-18,한,암,,56,임금만,김평갑,481
413,부경,2013-01-18,한,암,,53,한상복,김화원,468
414,부경,2013-01-18,한,암,,53,김남중,태립건설,505
415,부경,2013-01-18,한,암,,52,이상영,곽종수,527
416,부경,2013-01-18,한,암,,51,강형곤,최원길,481
417,부경,2013-01-18,한,암,,53,이정표,송준규,517
418,부경,2013-01-18,한,암,,52,강형곤,강훈표,461
419,부경,2013-01-18,한,암,,51,김영관,박광순,493
420,부경,2013-01-18,한,암,,50,강병은,김정두,443
421,부경,2013-01-18,한,암,,53,김길중,곽희원,492
422,부경,2013-01-18,한,암,,53,김남중,곽희원,490
423,부경,2013-01-18,한,암,,53,김병학,미타31,434
424,부경,2013-01-18,한,암,,53,민장기,김진영a,485
425,부경,2013-01-18,한,암,,52,양귀선,김영옥,420
426,부경,2013-01-18,한,암,,53,김영관,손천수,522
427,부경,2013-01-18,미,암,,52,한상복,변공민,479
428,부경,2013-01-18,미,암,,51,임금만,김평갑,460
429,부경,2013-01-18,한,암,,53,임금만,이성영,489
430,부경,2013-01-18,한,암,,50,방동석,양호규,447
431,부경,2013-01-18,한,암,,52,양귀선,이성님,483
432,부경,2013-01-18,한,암,,50,최기홍,이충호,426
433,부경,2013-01-18,한,암,,52,김길중,김의기,489
434,부경,2013-01-18,한,암,,52,강형곤,최원길,451
435,부경,2013-01-18,한,암,,52,임한,강애순,441
436,부경,2013-01-18,한,암,,52,윤주혁,최상배,440
437,부경,2013-01-18,한,암,,50,고홍석,우만식,457
438,부경,2013-01-18,한,암,,52,강형곤,최원길,410
439,부경,2013-01-18,미,거,,52,울즐리,이재경,548
440,부경,2013-01-18,미,거,,52,김상석,이임보,521
441,부경,2013-01-18,미,거,,53,조용배,김무현,477
442,부경,2013-01-18,미,거,,56,강병은,이시환,540
443,부경,2013-01-18,미,거,,53,강병은,문경숙,475
444,부경,2013-01-18,한,거,,54,울즐리,페가수스,479
445,부경,2013-01-18,한,거,,54,오문식,정광화,486
446,부경,2013-01-18,한,거,,54,임금만,김갑수,463
447,부경,2013-01-18,호,거,,54,조용배,송한우,446
448,부경,2013-01-18,한,수,,54,오문식,이원재,498
449,부경,2013-01-18,한,암,,54,김길중,송윤지,452
450,부경,2013-01-18,한,암,,53,강병은,나현문,0
451,부경,2013-01-18,한,암,,51,울즐리,정형철,434
452,부경,2013-01-18,한,암,,52,최기홍,오헌봉,454
453,부경,2013-01-18,한,거,,53.5,김남중,남석우,485
454,부경,2013-01-18,한,거,,51,윤주혁,서귀포시축협,520
455,부경,2013-01-18,한,거,,51,이정표,여성숙,472
456,부경,2013-01-18,한,거,,53.5,민장기,김욱수,529
457,부경,2013-01-18,한,거,,54,민장기,최원호,486
458,부경,2013-01-18,한,거,,55,양귀선,김용석,477
459,부경,2013-01-18,한,거,,55,장세한,김화원,484
460,부경,2013-01-18,미,거,,56,김영관,박광순,496
461,부경,2013-01-18,뉴,거,,51,이정표,손병현,450
462,부경,2013-01-18,한,거,,54,김길중,우리마트,498
463,부경,2013-01-18,한,거,,53,양귀선,조용희,488
