ID,RCTRCK,RACE_DE,RACE_NO,PARTCPT_NO,RANK,RCHOSE_NM,HRSMN,RCORD,ARVL_DFFRNC,EACH_SCTN_PASAGE_RANK,A_WIN_SYTM_EXPECT_ALOT,WIN_STA_EXPECT_ALOT
17654,제주,2005-03-06,5,5,6,얼룩군단,박준호,01:16.4,¾,2 -  -  - 2 - 2 - 3,7.6,2.5
17655,제주,2005-03-06,2,9,7,유선탈출,박훈,01:32.4,목,4 -  -  - 9 - 9 - 9,31.3,5.4
17656,제주,2005-03-06,2,2,4,최고능력,권육,01:31.6,½,5 -  -  - 4 - 3 - 1,11,2.7
17657,제주,2005-03-06,5,6,5,좋은사이,김경훈,01:16.3,¾,3 -  -  - 4 - 4 - 4,24.8,4.4
17658,제주,2005-03-06,6,7,2,맨발청춘,심도연,01:11.2,1¼,4 -  -  - 3 - 3 - 2,18.9,4.7
17659,제주,2005-03-06,8,6,7,표현시대,강영진,01:16.0,½,2 -  -  - 2 - 2 - 4,41,25.5
17660,제주,2005-03-06,5,1,1,고지대,김용섭,01:15.6,,7 -  -  - 7 - 7 - 6,13.1,8
17661,제주,2005-03-06,5,7,4,우상신화,심태섭,01:16.2,코,4 -  -  - 3 - 3 - 2,2.9,1.3
17662,제주,2005-03-06,9,3,9,검은여전사,장우성,02:09.4,코,6 - 6 - 6 - 7 - 7 - 7,13.5,5.5
17663,제주,2005-03-06,9,4,1,너울가지,안득수,02:08.2,,2 - 2 - 2 - 2 - 2 - 3,20.4,4.5
17664,제주,2005-03-06,1,9,6,승천무,심태섭,01:11.1,목,7 -  -  - 7 - 7 - 7,108.4,5.4
17665,제주,2005-03-06,6,2,5,초원불빛,이재웅,01:12.1,1½,1 -  -  - 1 - 1 - 1,3.7,1.5
17666,제주,2005-03-06,8,7,9,승승사기,박준호,01:17.1,1¼,6 -  -  - 5 - 5 - 8,16.4,7.6
17667,제주,2005-03-12,3,9,1,기록돌파,장우성,01:10.3,,1 -  -  - 1 - 1 - 1,10.6,1.9
17668,제주,2005-03-12,6,5,3,특별자원,김용섭,01:19.5,머리,8 -  -  - 8 - 8 - 7,13.6,4.9
17669,제주,2005-03-12,9,3,4,회색장군,김경훈,01:50.5,1½,4 -  - 4 - 5 - 7 - 6,90.2,4.6
17670,제주,2005-03-12,5,9,7,천무이일,김이랑,01:10.0,목,6 -  -  - 6 - 5 - 6,24.5,2.6
17671,제주,2005-03-12,1,8,3,금은보석,박정민,01:09.8,2½,6 -  -  - 5 - 6 - 3,4.8,1.5
17672,제주,2005-03-12,2,4,3,주말여행,박준호,01:16.1,1¼,2 -  -  - 1 - 1 - 1,1.6,1.1
17673,제주,2005-03-12,7,9,2,사랑가득,이재웅,01:16.0,1½,5 -  -  - 7 - 7 - 4,12,2.6
17674,제주,2005-03-12,7,8,6,유단자,장우성,01:16.6,목,4 -  -  - 5 - 6 - 5,8.3,1.7
17675,제주,2005-03-12,3,10,4,신라왕자,정성훈,01:11.1,1¼,6 -  -  - 6 - 6 - 6,23.2,3.7
17676,제주,2005-03-12,2,6,7,연승호,정성훈,01:17.3,코,4 -  -  - 8 - 9 - 9,58.9,7.8
17677,제주,2005-03-12,9,1,2,천리향,권육,01:48.8,코,3 -  - 3 - 3 - 2 - 1,22.2,6.3
17678,제주,2005-03-12,2,10,5,적색돌풍,박정민,01:17.1,1½,8 -  -  - 4 - 4 - 6,8.7,2.4
17679,제주,2005-03-12,4,9,10,정통파,심도연,01:10.8,4,9 -  -  - 9 - 9 - 10,11.9,4.3
17680,제주,2005-03-12,2,3,6,푸른공간,김용섭,01:17.3,1¼,9 -  -  - 10 - 10 - 10,33.1,6.1
17681,제주,2005-03-12,6,4,1,성공일호,권육,01:19.2,,1 -  -  - 1 - 1 - 1,1.9,1.5
17682,제주,2005-03-12,2,1,2,마라도,심도연,01:15.9,1¼,7 -  -  - 5 - 5 - 4,7.4,1.9
17683,제주,2005-03-12,8,7,5,용병탄생,이재웅,01:15.7,머리,6 -  -  - 6 - 5 - 5,16.3,3.4
17684,제주,2005-03-12,8,4,4,태고의신비,심도연,01:15.7,1¼,7 -  -  - 7 - 6 - 7,11.7,2.4
17685,제주,2005-03-12,3,7,2,전사의검객,박훈,01:10.7,2,8 -  -  - 8 - 7 - 3,2.5,1.6
17686,제주,2005-03-12,3,3,6,희망소식,박준호,01:12.7,½,2 -  -  - 2 - 3 - 4,36.4,3.9
17687,제주,2005-03-12,7,6,4,인공위성,김경훈,01:16.5,1¼,7 -  -  - 4 - 5 - 7,7.5,1.9
17688,제주,2005-03-12,5,5,2,큰샘,허회창,01:09.2,2,7 -  -  - 7 - 6 - 5,10.7,4.5
17689,제주,2005-03-12,8,2,7,영광사랑,김이랑,01:16.0,1½,8 -  -  - 8 - 8 - 8,10.7,2.9
17690,제주,2005-03-12,1,4,8,초원불빛,이재웅,01:13.2,2½,4 -  -  - 6 - 7 - 8,12.8,3.7
17691,제주,2005-03-12,9,6,1,명원의힘,박훈,01:48.8,,6 -  - 6 - 7 - 5 - 2,3.2,1.3
17692,제주,2005-03-12,8,6,1,실바람,김대연,01:15.2,,1 -  -  - 1 - 1 - 1,8.3,2
17693,제주,2005-03-12,7,4,8,부자도령,박준호,01:17.3,2,9 -  -  - 9 - 9 - 8,26.7,4.2
17694,제주,2005-03-12,2,2,9,계림전설,정명일,01:17.6,¾,6 -  -  - 7 - 6 - 7,19.6,3.4
17695,제주,2005-03-12,4,5,5,멋진우승,안득수,01:08.4,5,3 -  -  - 3 - 3 - 3,22,8.1
17696,제주,2005-03-12,5,6,5,가랑비,이태용,01:09.7,½,5 -  -  - 5 - 7 - 7,19,2
17697,제주,2005-03-12,1,3,4,신의열매,김용섭,01:10.2,1¾,1 -  -  - 1 - 1 - 1,6.5,1.7
17698,제주,2005-03-12,8,5,8,꿈보은,박기영,01:16.1,½,4 -  -  - 5 - 7 - 6,19.7,2.2
17699,제주,2005-03-12,1,6,2,열린마당,김이랑,01:09.4,½,8 -  -  - 8 - 4 - 4,5.4,1.7
17700,제주,2005-03-12,4,4,2,서울야경,김이랑,01:07.3,1¼,1 -  -  - 1 - 1 - 2,10.7,3.3
17701,제주,2005-03-12,5,1,9,꽃과나비,심도연,01:18.1,35,9 -  -  - 9 - 9 - 9,88.5,47.8
17702,제주,2005-03-12,5,4,8,만등불,김대연,01:11.1,5,8 -  -  - 8 - 8 - 8,111.9,20.9
17703,제주,2005-03-12,6,6,5,신의기적,이장우,01:20.7,5,5 -  -  - 4 - 4 - 5,7.2,1.6
17704,제주,2005-03-12,7,2,3,부활,박기영,01:16.2,¾,2 -  -  - 2 - 2 - 2,18.5,5
17705,제주,2005-03-12,7,3,7,화조풍월,김용섭,01:16.9,1½,1 -  -  - 1 - 1 - 3,5.1,1.4
17706,제주,2005-03-12,9,9,3,교래신사,정명일,01:50.2,7,10 -  - 10 - 8 - 8 - 7,2.2,1.6
17707,제주,2005-03-12,1,1,1,장전축제,김경훈,01:09.2,,3 -  -  - 3 - 3 - 2,2.2,1.1
17708,제주,2005-03-12,2,5,10,출세,박기영,01:17.7,½,1 -  -  - 2 - 2 - 2,24.7,4.8
17709,제주,2005-03-12,2,9,1,빗장,장우성,01:15.6,,3 -  -  - 3 - 3 - 3,6.6,1.8
17710,제주,2005-03-12,5,3,6,팔도명장,강영진,01:10.0,1½,2 -  -  - 2 - 2 - 3,80.8,10.5
17711,제주,2005-03-12,2,7,8,전설기사,김경훈,01:17.4,½,10 -  -  - 9 - 8 - 8,24.3,3.2
17712,제주,2005-03-12,3,2,10,전권대사,김용섭,01:17.0,8,10 -  -  - 10 - 10 - 10,15.5,9.1
17713,제주,2005-03-12,4,10,7,동해의별,이장우,01:09.0,코,8 -  -  - 8 - 6 - 6,11.9,5.2
17714,제주,2005-03-12,9,8,9,기쁜승리,박준호,01:51.2,코,8 -  - 8 - 6 - 4 - 5,224.9,25.1
17715,제주,2005-03-12,1,2,6,비룡가속,이준호,01:11.0,2½,5 -  -  - 4 - 5 - 7,16.5,7
17716,제주,2005-03-12,1,5,7,절대치,심도연,01:12.8,9,2 -  -  - 2 - 2 - 5,10.5,2.9
17717,제주,2005-03-12,3,1,9,장미향,안득수,01:15.5,1¾,5 -  -  - 4 - 4 - 7,92.8,16.1
17718,제주,2005-03-12,6,1,4,특허일호,김기섭,01:19.7,1¼,6 -  -  - 6 - 5 - 3,11.4,1.7
17719,제주,2005-03-12,6,8,2,녹색도시,강영진,01:19.4,1,2 -  -  - 2 - 2 - 2,11.4,1.5
17720,제주,2005-03-12,5,8,1,초대왕국,박정민,01:08.8,,3 -  -  - 3 - 3 - 1,6.3,1
17721,제주,2005-03-12,4,2,9,총명한,김기섭,01:09.9,½,5 -  -  - 5 - 7 - 8,16.9,2
17722,제주,2005-03-12,4,6,3,바다요정,박정민,01:07.4,목,4 -  -  - 4 - 4 - 4,2.6,1
17723,제주,2005-03-12,4,7,1,횡단비행,정명일,01:07.1,,2 -  -  - 2 - 2 - 1,11.9,4.5
17724,제주,2005-03-12,8,1,3,절대권력,정성훈,01:15.4,1¼,5 -  -  - 4 - 4 - 3,2.1,1
17725,제주,2005-03-12,5,2,3,강버들,박기영,01:09.4,1½,4 -  -  - 4 - 4 - 4,9.5,2.6
17726,제주,2005-03-12,9,2,8,예우,박기영,01:51.1,2,2 -  - 2 - 2 - 3 - 3,10.3,2.4
17727,제주,2005-03-12,6,3,6,바리오름,정명일,01:21.1,2½,4 -  -  - 5 - 6 - 4,6.9,4
17728,제주,2005-03-12,9,5,6,야생세계,이재웅,01:50.7,1,7 -  - 7 - 10 - 10 - 9,18.6,6.3
17729,제주,2005-03-12,9,7,10,전성기,강영진,01:53.8,13,5 -  - 5 - 9 - 9 - 10,52.4,1.7
17730,제주,2005-03-12,2,8,4,서사라,김이랑,01:16.8,3,5 -  -  - 6 - 7 - 5,39.3,3.9
17731,제주,2005-03-12,4,3,6,비나리,박기영,01:09.0,3,7 -  -  - 7 - 5 - 5,20,12.6
17732,제주,2005-03-12,8,3,6,쾌속행진,김용섭,01:15.7,목,3 -  -  - 3 - 3 - 4,3.7,1.8
17733,제주,2005-03-12,6,7,7,야망의불꽃,장우성,01:21.2,목,3 -  -  - 3 - 3 - 6,16.9,3.8
17734,제주,2005-03-12,9,10,7,별난왕자,장우성,01:50.8,목,9 -  - 9 - 4 - 6 - 8,224.9,4.6
17735,제주,2005-03-12,1,7,5,최전선,이태용,01:10.5,1¾,7 -  -  - 7 - 8 - 6,49.4,4.6
17736,제주,2005-03-12,3,5,8,토성,김대연,01:15.1,1½,9 -  -  - 9 - 9 - 8,18.6,6.4
17737,제주,2005-03-12,3,8,7,평화마을,박정민,01:14.8,11,4 -  -  - 5 - 8 - 9,41.3,5.4
17738,제주,2005-03-12,4,1,8,조명탄,김대연,01:09.9,4,6 -  -  - 6 - 8 - 9,16.3,10.4
17739,제주,2005-03-12,7,5,1,신의전사,심도연,01:15.7,,3 -  -  - 3 - 3 - 1,1.7,1.1
17740,제주,2005-03-12,5,7,4,천연자원,김용섭,01:09.6,½,1 -  -  - 1 - 1 - 2,1.3,1
17741,제주,2005-03-12,7,7,5,금일도,김이랑,01:16.5,목,8 -  -  - 8 - 8 - 6,30,7.3
17742,제주,2005-03-12,7,1,9,선정,허회창,01:17.8,2½,6 -  -  - 6 - 4 - 9,60,21.8
17743,제주,2005-03-12,9,4,5,홍보대사,김용섭,01:50.5,머리,1 -  - 1 - 1 - 1 - 4,4,2
17744,제주,2005-03-12,3,6,5,제일호걸,권육,01:12.6,7,3 -  -  - 3 - 2 - 5,8.1,1.3
17745,제주,2005-03-12,4,8,4,파로호,강영진,01:07.4,코,10 -  -  - 10 - 10 - 7,3.3,1.6
17746,제주,2005-03-12,8,8,2,천진무구,김경훈,01:15.2,코,2 -  -  - 2 - 2 - 2,11.3,5.6
17747,제주,2005-03-12,3,4,3,만인지상,김이랑,01:10.9,1,7 -  -  - 7 - 5 - 2,2.4,1.3
17748,제주,2005-03-12,6,2,8,제주명성,김대연,01:21.2,목,7 -  -  - 7 - 7 - 8,7,2.1
17749,제주,2005-03-13,6,5,10,표현시대,박기영,01:16.4,3,4 -  -  - 5 - 5 - 8,20.4,17.4
17750,제주,2005-03-13,1,8,2,고공작전,장우성,01:08.9,1¾,1 -  -  - 1 - 1 - 1,20.1,3.6
17751,제주,2005-03-13,5,5,3,천년미소,이태용,01:10.6,6,3 -  -  - 4 - 4 - 3,3.6,1.5
17752,제주,2005-03-13,1,3,6,장전일호,김경훈,01:09.8,1¾,7 -  -  - 7 - 7 - 7,47,9.1
17753,제주,2005-03-13,9,8,5,청운지지,권육,02:07.1,5,1 - 1 - 1 - 1 - 1 - 3,7.7,3.4
17754,제주,2005-03-13,9,3,8,황색도시,김기섭,02:08.1,4,2 - 2 - 2 - 4 - 6 - 8,13.7,2.9
17755,제주,2005-03-13,2,5,4,얼룩군단,박준호,01:16.9,6,3 -  -  - 2 - 2 - 3,7,1.7
17756,제주,2005-03-13,2,1,10,소양강,김이랑,01:18.7,4,9 -  -  - 9 - 9 - 10,14.3,3.6
17757,제주,2005-03-13,1,4,8,진황정,박기영,01:10.6,3,3 -  -  - 4 - 4 - 6,16.6,14
17758,제주,2005-03-13,8,6,9,힘찬질주,정명일,01:34.7,5,9 -  -  - 9 - 9 - 9,20.2,6.8
17759,제주,2005-03-13,2,7,2,선의무봉,김용섭,01:15.7,½,1 -  -  - 1 - 1 - 2,4.8,2
17760,제주,2005-03-13,3,6,4,신흥강국,정성훈,01:12.0,9,6 -  -  - 6 - 5 - 4,60.5,2.8
17761,제주,2005-03-13,7,4,8,참사랑,정명일,01:21.9,4,3 -  -  - 3 - 3 - 8,8.9,4.4
17762,제주,2005-03-13,7,6,5,요격기,장우성,01:20.1,2,5 -  -  - 5 - 4 - 5,6.9,2.3
17763,제주,2005-03-13,2,4,1,늘푸른,심도연,01:15.6,,2 -  -  - 3 - 3 - 1,2,1
17764,제주,2005-03-13,3,1,3,예측대로,권육,01:10.2,목,1 -  -  - 1 - 1 - 2,2,1.3
17765,제주,2005-03-13,4,1,8,둥치,김기섭,01:15.5,3,3 -  -  - 3 - 4 - 6,15.9,3
17766,제주,2005-03-13,4,5,9,행복바위,이태용,01:16.1,3,7 -  -  - 7 - 9 - 9,72.1,4.4
17767,제주,2005-03-13,7,7,1,탐라여신,김대연,01:18.9,,6 -  -  - 6 - 5 - 2,1.5,1.3
17768,제주,2005-03-13,7,8,4,바둑강국,김이랑,01:19.7,3,1 -  -  - 1 - 1 - 1,25.8,3.2
17769,제주,2005-03-13,5,9,7,청춘예찬,김경훈,01:12.3,코,2 -  -  - 3 - 3 - 4,21.9,25.4
17770,제주,2005-03-13,6,3,9,황제도,권육,01:15.8,1¼,7 -  -  - 8 - 7 - 9,131.8,9.2
17771,제주,2005-03-13,2,8,6,황제주역,이장우,01:17.0,머리,6 -  -  - 4 - 5 - 5,94.3,14.7
17772,제주,2005-03-13,3,4,6,청명한,이태용,01:14.3,6,8 -  -  - 9 - 9 - 9,141.8,6.5
17773,제주,2005-03-13,6,10,6,일성록,김용섭,01:15.2,머리,9 -  -  - 7 - 8 - 6,91.8,10.2
17774,제주,2005-03-13,3,3,9,해신,김대연,01:15.8,4,4 -  -  - 4 - 4 - 6,90.7,10.9
17775,제주,2005-03-13,3,8,8,항공모함,정명일,01:15.0,2½,7 -  -  - 7 - 7 - 8,69.8,7.3
17776,제주,2005-03-13,6,1,8,야간열차,심도연,01:15.6,½,10 -  -  - 10 - 10 - 10,18.2,6.9
17777,제주,2005-03-13,1,1,1,무학산성,이태용,01:08.6,,9 -  -  - 9 - 9 - 8,4.1,1.6
17778,제주,2005-03-13,3,9,2,천제일호,강영진,01:10.2,4,3 -  -  - 3 - 3 - 3,7.9,1.5
17779,제주,2005-03-13,6,7,3,응주거목,김이랑,01:15.0,3,3 -  -  - 2 - 2 - 3,14.1,4.8
17780,제주,2005-03-13,8,8,3,우주,박훈,01:31.5,1,7 -  -  - 5 - 5 - 4,23.1,8.4
17781,제주,2005-03-13,1,2,9,대장기,김대연,01:11.0,2,8 -  -  - 8 - 8 - 9,16.4,2.7
17782,제주,2005-03-13,1,9,3,망오름,안득수,01:08.9,코,2 -  -  - 2 - 2 - 2,9.7,2.4
17783,제주,2005-03-13,5,2,1,문화가치,박준호,01:08.7,,4 -  -  - 2 - 2 - 2,1.9,1
17784,제주,2005-03-13,3,5,1,천지누설,장우성,01:09.4,,2 -  -  - 2 - 2 - 1,1.8,1
17785,제주,2005-03-13,5,6,4,대명산천,심도연,01:11.9,7,6 -  -  - 8 - 9 - 8,139,5.6
17786,제주,2005-03-13,8,4,6,공전절후,장우성,01:32.1,1¼,8 -  -  - 8 - 8 - 8,23.1,5.1
17787,제주,2005-03-13,8,9,8,자유독존,박준호,01:33.7,4,1 -  -  - 1 - 1 - 5,15.5,6.4
17788,제주,2005-03-13,9,10,7,정신무장,장우성,02:07.3,1¼,7 - 7 - 8 - 6 - 5 - 6,24,2.2
17789,제주,2005-03-13,3,2,7,미소가득,안득수,01:14.5,½,5 -  -  - 5 - 6 - 5,36.3,3.3
17790,제주,2005-03-13,4,4,2,산길물길,장우성,01:13.1,½,8 -  -  - 8 - 7 - 5,2.2,1.6
17791,제주,2005-03-13,6,4,7,새포부,강영진,01:15.5,1½,2 -  -  - 3 - 3 - 4,49.9,9
17792,제주,2005-03-13,8,1,1,최고능력,권육,01:31.2,,6 -  -  - 4 - 4 - 2,6.8,1.1
17793,제주,2005-03-13,5,1,2,기쁨세계,이재웅,01:09.4,3,1 -  -  - 1 - 1 - 1,5.9,1.1
17794,제주,2005-03-13,4,7,7,한라비행,김용섭,01:14.9,2,4 -  -  - 4 - 3 - 3,8.3,2
17795,제주,2005-03-13,7,1,6,장래성,정성훈,01:20.6,2½,7 -  -  - 8 - 8 - 7,32,7.7
17796,제주,2005-03-13,6,8,1,동양최대,장우성,01:14.0,,1 -  -  - 1 - 1 - 1,1.7,1.3
17797,제주,2005-03-13,9,7,1,쾌활,박기영,02:05.3,,6 - 6 - 6 - 3 - 2 - 1,4.1,1.2
17798,제주,2005-03-13,8,7,5,만년으뜸,허회창,01:31.9,¾,5 -  -  - 6 - 6 - 6,6.2,3.1
17799,제주,2005-03-13,4,2,4,청동일마,권육,01:13.8,2½,1 -  -  - 1 - 1 - 1,44.3,5.4
17800,제주,2005-03-13,8,5,7,성불도령,김용섭,01:32.8,4,4 -  -  - 7 - 7 - 7,7.1,1.4
17801,제주,2005-03-13,6,9,5,인기최고,이재웅,01:15.1,¾,6 -  -  - 6 - 6 - 5,63.5,2.5
17802,제주,2005-03-13,4,3,3,적임자,허회창,01:13.4,1¾,5 -  -  - 5 - 5 - 4,3.2,1.2
17803,제주,2005-03-13,2,6,7,전망,박기영,01:17.0,목,7 -  -  - 7 - 6 - 6,72.6,10.1
17804,제주,2005-03-13,3,7,5,인기열매,김용섭,01:13.1,5,9 -  -  - 8 - 8 - 7,72.6,3.9
17805,제주,2005-03-13,2,3,9,욕심쟁이,박정민,01:18.0,5,10 -  -  - 10 - 10 - 9,29.2,4.8
17806,제주,2005-03-13,7,5,2,흥행역사,허회창,01:19.0,½,4 -  -  - 4 - 6 - 3,29.6,2.2
17807,제주,2005-03-13,7,2,7,성불사자,김용섭,01:21.1,2½,2 -  -  - 2 - 2 - 6,7.9,1.1
17808,제주,2005-03-13,4,9,1,천둥방울,박훈,01:12.9,,9 -  -  - 9 - 8 - 7,15.2,2
17809,제주,2005-03-13,9,9,3,우주시대,김경훈,02:06.0,3,10 - 10 - 10 - 9 - 7 - 7,43,3.4
17810,제주,2005-03-13,8,2,2,남다른,이태용,01:31.2,½,3 -  -  - 3 - 2 - 1,2.6,1.2
17811,제주,2005-03-13,1,7,4,더강한,김이랑,01:09.4,2½,5 -  -  - 6 - 6 - 5,2,1.5
17812,제주,2005-03-13,9,1,2,달의궁전,이태용,02:05.4,머리,9 - 9 - 7 - 5 - 4 - 2,16.9,2.5
17813,제주,2005-03-13,1,6,5,천해,박정민,01:09.4,코,4 -  -  - 5 - 5 - 3,6.6,1.1
17814,제주,2005-03-13,6,6,4,다관정상,김기섭,01:15.0,코,8 -  -  - 9 - 9 - 7,17.9,1.1
17815,제주,2005-03-13,6,2,2,주말평가,박훈,01:14.4,1¾,5 -  -  - 4 - 4 - 2,2.7,1.1
17816,제주,2005-03-13,5,8,5,문화시장,장우성,01:12.1,½,8 -  -  - 7 - 5 - 5,10.5,2.8
17817,제주,2005-03-13,4,8,5,탐라대박,박정민,01:14.4,3,2 -  -  - 2 - 2 - 2,8.7,3.3
17818,제주,2005-03-13,1,5,7,탐험여행,심도연,01:09.9,½,6 -  -  - 3 - 3 - 4,16.6,3.7
17819,제주,2005-03-13,9,6,4,행운의깃발,정성훈,02:06.2,¾,8 - 8 - 9 - 10 - 8 - 5,15.5,5.4
17820,제주,2005-03-13,9,2,9,화상수,이장우,02:10.6,13,5 - 5 - 5 - 8 - 9 - 9,66.4,11.2
17821,제주,2005-03-13,5,7,6,연일우승,안득수,01:12.3,1,9 -  -  - 9 - 7 - 6,12.5,4.2
17822,제주,2005-03-13,8,3,4,대집경,강영진,01:31.7,1¼,2 -  -  - 2 - 3 - 3,4.7,3.5
17823,제주,2005-03-13,5,4,9,사계대승,김용섭,01:12.9,½,5 -  -  - 6 - 8 - 9,22.5,8.5
17824,제주,2005-03-13,9,4,6,국제비행,김용섭,02:07.1,코,3 - 3 - 3 - 2 - 3 - 4,1.9,1.6
17825,제주,2005-03-13,5,3,8,새로운돌풍,박정민,01:12.9,3,7 -  -  - 5 - 6 - 7,83.5,14.1
17826,제주,2005-03-13,2,10,5,도산금,강영진,01:16.9,목,4 -  -  - 6 - 7 - 8,9.8,2.4
17827,제주,2005-03-13,2,9,8,한림찬가,이재웅,01:17.1,목,8 -  -  - 8 - 8 - 7,44.6,5.7
17828,제주,2005-03-13,2,2,3,자유명장,정명일,01:15.7,코,5 -  -  - 5 - 4 - 4,7.3,2.1
17829,제주,2005-03-13,4,6,6,산장목마,김이랑,01:14.5,½,6 -  -  - 6 - 6 - 8,13.5,4.1
17830,제주,2005-03-13,9,5,10,정상탈환,강영진,02:10.7,½,4 - 4 - 4 - 7 - 10 - 10,16.2,4.2
17831,제주,2005-03-13,7,3,3,방선문,박훈,01:19.0,목,8 -  -  - 7 - 7 - 4,9.3,2.2
17832,제주,2005-03-19,8,9,3,기인기색,허회창,01:16.4,1,10 -  -  - 7 - 5 - 3,10.8,4.1
17833,제주,2005-03-19,7,1,4,독고탁,문성호,01:16.6,½,5 -  -  - 5 - 5 - 5,2.7,1.7
17834,제주,2005-03-19,6,3,5,일등신랑,김경훈,01:11.0,6,7 -  -  - 7 - 7 - 6,22.2,5.1
17835,제주,2005-03-19,5,2,1,수행자,정영수,01:03.2,,1 -  -  - 1 - 1 - 1,1.5,1
17836,제주,2005-03-19,3,2,4,부귀장수,김기섭,01:12.1,7,3 -  -  - 3 - 3 - 4,20.7,6.3
17837,제주,2005-03-19,4,5,8,총명한,이준호,01:09.3,11,8 -  -  - 8 - 8 - 8,72.1,9.5
17838,제주,2005-03-19,5,7,5,공간열차,정명일,01:04.1,코,7 -  -  - 7 - 7 - 7,22.9,10.3
17839,제주,2005-03-19,3,5,3,내온사,문성호,01:10.7,3,4 -  -  - 4 - 4 - 3,4.4,1
17840,제주,2005-03-19,2,6,5,환상출발,정명일,01:32.4,목,7 -  -  - 7 - 7 - 8,3.9,1.2
17841,제주,2005-03-19,8,4,7,탐험대장,박정민,01:17.3,2,8 -  -  - 10 - 10 - 10,41.8,3.7
17842,제주,2005-03-19,7,7,5,신화촌,장우성,01:17.6,5,4 -  -  - 2 - 2 - 3,3,1.8
17843,제주,2005-03-19,7,4,2,연승호,정영수,01:16.3,4,3 -  -  - 3 - 3 - 2,27,6.1
17844,제주,2005-03-19,1,1,5,탐험왕,박준호,01:11.0,2,3 -  -  - 3 - 3 - 3,34.4,24.7
17845,제주,2005-03-19,8,1,1,태극낭자,장우성,01:14.8,,2 -  -  - 1 - 1 - 1,1.4,1.1
17846,제주,2005-03-19,5,1,4,현대화,장우성,01:04.1,1¼,5 -  -  - 5 - 6 - 4,19.1,4.4
17847,제주,2005-03-19,4,1,2,만발한,박기영,01:02.6,¾,3 -  -  - 3 - 3 - 2,7.4,1.3
17848,제주,2005-03-19,8,10,10,기록돌파,문성호,01:18.1,1,5 -  -  - 4 - 7 - 8,139,56.8
17849,제주,2005-03-19,6,2,2,멋진꿈,이재웅,01:09.1,½,1 -  -  - 1 - 1 - 1,3.7,1
17850,제주,2005-03-19,2,9,2,금정산성,장우성,01:31.9,¾,1 -  -  - 1 - 1 - 1,6.3,2
17851,제주,2005-03-19,4,3,1,물방울,김경훈,01:02.5,,1 -  -  - 1 - 1 - 1,1.2,1
17852,제주,2005-03-19,4,4,5,준봉,김용섭,01:05.2,코,7 -  -  - 7 - 7 - 6,40.8,3.6
17853,제주,2005-03-19,4,7,4,보물일호,강영진,01:05.2,9,5 -  -  - 5 - 5 - 5,22.3,2.6
17854,제주,2005-03-19,5,3,6,명산대천,김이랑,01:04.8,4,6 -  -  - 6 - 5 - 6,19.1,6.3
17855,제주,2005-03-19,6,6,7,풍성한,김기섭,01:11.5,1,2 -  -  - 2 - 2 - 4,33.3,6.1
17856,제주,2005-03-19,9,4,1,하늘여행,정명일,01:13.6,,5 -  -  - 4 - 4 - 1,4.4,1.5
17857,제주,2005-03-19,9,6,9,초원축제,이재웅,01:15.6,4,3 -  -  - 3 - 3 - 4,95.5,30.2
17858,제주,2005-03-19,9,8,2,불사천왕,김경훈,01:14.3,4,1 -  -  - 1 - 1 - 2,4.9,1.2
17859,제주,2005-03-19,2,2,3,한라궁전,박훈,01:31.9,코,6 -  -  - 6 - 5 - 2,3,1.8
17860,제주,2005-03-19,7,2,1,자성일가,김경훈,01:15.6,,1 -  -  - 1 - 1 - 1,4.5,2.1
17861,제주,2005-03-19,5,6,2,신인류,강영진,01:03.8,3,2 -  -  - 2 - 2 - 2,16.2,2.7
17862,제주,2005-03-19,6,8,8,대상수상,이준호,01:12.7,6,3 -  -  - 4 - 6 - 8,15.5,4.6
17863,제주,2005-03-19,8,6,8,봄향기,박훈,01:17.6,1¼,1 -  -  - 2 - 3 - 6,30.9,4.3
17864,제주,2005-03-19,9,1,6,천지빛깔,장우성,01:14.9,2,2 -  -  - 5 - 5 - 5,58.1,2.8
17865,제주,2005-03-19,9,7,10,인기만발,이태용,01:16.0,2,9 -  -  - 10 - 10 - 10,95.5,5.3
17866,제주,2005-03-19,3,9,5,천상군왕,강영진,01:12.2,¾,7 -  -  - 5 - 5 - 5,69.3,6
17867,제주,2005-03-19,8,3,4,힘찬기백,박기영,01:16.5,½,3 -  -  - 3 - 2 - 2,5.8,1.5
17868,제주,2005-03-19,1,2,8,연승보배,김경훈,01:13.2,6,9 -  -  - 9 - 9 - 8,40.4,5.1
17869,제주,2005-03-19,2,4,8,사수항구,안득수,01:33.0,1¾,8 -  -  - 8 - 8 - 7,46.5,5.7
17870,제주,2005-03-19,4,2,6,조명탄,김대연,01:05.7,2½,6 -  -  - 6 - 6 - 7,366,26
17871,제주,2005-03-19,6,5,4,마상천하,문성호,01:09.8,¾,5 -  -  - 5 - 4 - 3,27.4,6.5
17872,제주,2005-03-19,1,4,7,절대치,심도연,01:12.0,4,4 -  -  - 5 - 6 - 7,12.4,6.2
17873,제주,2005-03-19,7,5,6,황제주역,이장우,01:17.6,목,6 -  -  - 6 - 6 - 6,16.7,3.5
17874,제주,2005-03-19,7,6,7,적색돌풍,박정민,01:17.8,¾,7 -  -  - 7 - 7 - 7,5.9,3.3
