ID,RCTRCK,RACE_DE,RACE_NO,PARTCPT_NO,RANK,RCHOSE_NM,HRSMN,RCORD,ARVL_DFFRNC,EACH_SCTN_PASAGE_RANK,A_WIN_SYTM_EXPECT_ALOT,WIN_STA_EXPECT_ALOT
1,부경,2005-01-07,8,4,3,언큐어드디자이어,오영일,01:17.7,5,4 -  -  - 4 - 4 - 4 - ,,
2,부경,2005-01-07,8,6,4,이스케이프트러브,박재호,01:17.7,½,3 -  -  - 2 - 1 - 2 - ,,
3,부경,2005-01-07,8,7,1,절영,임성실,01:16.5,,1 -  -  - 1 - 2 - 1 - ,,
4,부경,2005-01-07,5,4,2,범방동,유현명,01:04.1,¾,1 -  -  -  - 1 - 2 - ,,
5,부경,2005-01-07,5,7,4,강슛,김태경,01:04.2,머리,4 -  -  -  - 4 - 1 - ,,
6,부경,2005-01-07,7,8,7,스위트차일드,김서진,01:05.3,6,4 -  -  -  - 3 - 3 - ,,
7,부경,2005-01-07,8,1,2,크립토즈걸,양영남,01:16.9,2,6 -  -  - 6 - 6 - 5 - ,,
8,부경,2005-01-07,6,3,2,연승쾌감,구영준,01:02.4,1½,2 -  -  -  - 1 - 2 - ,,
9,부경,2005-01-07,6,5,3,윈드레이디,하무선,01:03.2,4,3 -  -  -  - 3 - 3 - ,,
10,부경,2005-01-07,6,6,6,다홍치마,오영일,01:04.1,1,7 -  -  -  - 6 - 5 - ,,
11,부경,2005-01-07,6,7,7,리듬메이커,최인덕,01:04.9,5,4 -  -  -  - 5 - 7 - ,,
12,부경,2005-01-07,1,3,8,부경특급,오영일,01:05.8,2½,8 -  -  -  - 8 - 8 - ,,
13,부경,2005-01-07,10,7,,고운뜰,하태국,01:25.8,실격,7 -  -  - 7 - 7 - 7 - ,,
14,부경,2005-01-07,10,5,1,포스트히어로,한상규,01:16.5,,6 -  -  - 6 - 5 - 5 - ,,
15,부경,2005-01-07,10,3,4,젤리,박진희,01:17.8,¾,2 -  -  - 2 - 2 - 2 - ,,
16,부경,2005-01-07,5,3,5,실력발휘,문중원,01:04.2,코,3 -  -  -  - 2 - 3 - ,,
17,부경,2005-01-07,5,5,7,럭키폭스,김서진,01:07.5,15,7 -  -  -  - 7 - 7 - ,,
18,부경,2005-01-07,6,4,4,민들레,유현명,01:03.4,1,5 -  -  -  - 4 - 4 - ,,
19,부경,2005-01-07,7,3,3,통일기원,채규준,01:03.3,4,6 -  -  -  - 6 - 5 - ,,
20,부경,2005-01-07,7,7,,승리기원,구영준,,출전제외, -  -  -  -  -  - ,,
21,부경,2005-01-07,8,3,7,민자딘,구민성,01:19.0,1,2 -  -  - 3 - 3 - 3 - ,,
22,부경,2005-01-07,3,2,2,안데스,유현명,01:06.2,1,2 -  -  -  - 2 - 1 - ,,
23,부경,2005-01-07,4,4,3,텔리큐엔셜,이영우,01:03.6,4,2 -  -  -  - 2 - 3 - ,,
24,부경,2005-01-07,9,9,5,산무리,박재호,01:19.1,1¾,6 -  -  - 8 - 8 - 6 - ,,
25,부경,2005-01-07,9,3,,우격다짐,문중원,,출전취소, -  -  -  -  -  - ,,
26,부경,2005-01-07,8,5,5,블랙라이언,조찬훈,01:18.6,5,7 -  -  - 7 - 7 - 7 - ,,
27,부경,2005-01-07,5,1,6,촉석루,하태국,01:04.9,4,6 -  -  -  - 6 - 6 - ,,
28,부경,2005-01-07,4,7,1,경이로운,구민성,01:02.7,,3 -  -  -  - 3 - 2 - ,,
29,부경,2005-01-07,4,1,5,불암산,김태준,01:04.8,5,7 -  -  -  - 7 - 7 - ,,
30,부경,2005-01-07,3,5,6,천둥동자,김태준,01:07.7,1½,1 -  -  -  - 1 - 2 - ,,
31,부경,2005-01-07,3,3,1,홈런킹,구영준,01:06.0,,7 -  -  -  - 7 - 6 - ,,
32,부경,2005-01-07,3,1,7,흑검,오영일,01:08.2,3,5 -  -  -  - 6 - 7 - ,,
33,부경,2005-01-07,2,8,4,윈뱅크,박진희,01:05.0,목,2 -  -  -  - 2 - 2 - ,,
34,부경,2005-01-07,2,7,1,신사풍,최인덕,01:02.7,,1 -  -  -  - 1 - 1 - ,,
35,부경,2005-01-07,8,2,6,끝없는도전,박진희,01:18.8,1,5 -  -  - 5 - 5 - 6 - ,,
36,부경,2005-01-07,6,1,5,애드머럴리가트,구민성,01:03.9,3,6 -  -  -  - 7 - 6 - ,,
37,부경,2005-01-07,5,6,3,화려한불꽃,한상규,01:04.1,코,2 -  -  -  - 3 - 4 - ,,
38,부경,2005-01-07,1,8,2,집중조명,구민성,01:04.1,3,1 -  -  -  - 3 - 1 - ,,
39,부경,2005-01-07,2,4,7,대륙의꿈,조찬훈,01:05.8,코,7 -  -  -  - 6 - 5 - ,,
40,부경,2005-01-07,2,5,6,스피드스타트,문중원,01:05.8,1½,4 -  -  -  - 7 - 7 - ,,
41,부경,2005-01-07,2,6,3,공원자랑,한상규,01:04.9,2,5 -  -  -  - 4 - 3 - ,,
42,부경,2005-01-07,3,6,5,명문구단,한상규,01:07.4,4,3 -  -  -  - 3 - 3 - ,,
43,부경,2005-01-07,3,7,4,곤돌라,하태국,01:06.7,¾,6 -  -  -  - 5 - 5 - ,,
44,부경,2005-01-07,4,3,2,미광,유현명,01:03.0,1¾,1 -  -  -  - 1 - 1 - ,,
45,부경,2005-01-07,4,6,4,특집,양영남,01:03.9,1½,4 -  -  -  - 4 - 4 - ,,
46,부경,2005-01-07,5,2,1,당대지존,구영준,01:04.0,,5 -  -  -  - 5 - 5 - ,,
47,부경,2005-01-07,10,1,5,얼루어링알레타,박재호,01:18.5,4,3 -  -  - 3 - 4 - 4 - ,,
48,부경,2005-01-07,1,4,1,겟잇인디아,한상규,01:03.5,,5 -  -  -  - 5 - 7 - ,,
49,부경,2005-01-07,4,5,7,디엠머치,채규준,01:05.7,2,6 -  -  -  - 6 - 6 - ,,
50,부경,2005-01-07,7,2,2,윈앤드윈,유현명,01:02.5,2,1 -  -  -  - 1 - 1 - ,,
51,부경,2005-01-07,3,4,3,스피드라이트,문중원,01:06.6,2,4 -  -  -  - 4 - 4 - ,,
52,부경,2005-01-07,10,4,6,크리스티즈참,유현명,01:18.9,2,4 -  -  - 5 - 6 - 6 - ,,
53,부경,2005-01-07,1,2,5,오리지널,구영준,01:04.8,1¼,6 -  -  -  - 6 - 6 - ,,
54,부경,2005-01-07,1,5,6,해찬솔,조찬훈,01:04.9,목,4 -  -  -  - 4 - 4 - ,,
55,부경,2005-01-07,1,6,4,뷰티플댄스,박진희,01:04.6,1¼,3 -  -  -  - 1 - 2 - ,,
56,부경,2005-01-07,2,1,5,선봉시대,유현명,01:05.5,3,3 -  -  -  - 3 - 4 - ,,
57,부경,2005-01-07,2,2,8,고운나라,이영우,01:06.8,6,6 -  -  -  - 5 - 6 - ,,
58,부경,2005-01-07,6,2,1,임패션드댄서,조찬훈,01:02.2,,1 -  -  -  - 2 - 1 - ,,
59,부경,2005-01-07,9,2,6,부산날개,하태국,01:20.0,5,4 -  -  - 5 - 5 - 7 - ,,
60,부경,2005-01-07,9,4,4,빅보러,하무선,01:18.8,1¾,1 -  -  - 1 - 1 - 2 - ,,
61,부경,2005-01-07,9,5,8,대사도모,양영남,01:21.9,10,7 -  -  - 7 - 7 - 8 - ,,
62,부경,2005-01-07,9,6,2,번개불,구민성,01:17.4,1,3 -  -  - 3 - 3 - 3 - ,,
63,부경,2005-01-07,9,7,7,단숨,박진희,01:20.2,¾,8 -  -  - 6 - 6 - 5 - ,,
64,부경,2005-01-07,9,8,1,금방아,한상규,01:17.2,,2 -  -  - 2 - 2 - 1 - ,,
65,부경,2005-01-07,9,1,3,광야탈출,김서진,01:18.5,6,5 -  -  - 4 - 4 - 4 - ,,
66,부경,2005-01-07,4,2,6,터프피치,하태국,01:05.4,3,5 -  -  -  - 5 - 5 - ,,
67,부경,2005-01-07,1,1,3,제일먼저,김태준,01:04.4,1¾,7 -  -  -  - 7 - 5 - ,,
68,부경,2005-01-07,2,3,2,근원물결,하무선,01:04.6,11,8 -  -  -  - 8 - 8 - ,,
69,부경,2005-01-07,7,1,6,체인지어브더캣,하태국,01:04.3,2½,5 -  -  -  - 5 - 6 - ,,
70,부경,2005-01-07,10,2,2,무제한급,임성실,01:16.6,¾,1 -  -  - 1 - 1 - 1 - ,,
71,부경,2005-01-07,10,6,3,부산공주,김서진,01:17.6,6,5 -  -  - 4 - 3 - 3 - ,,
72,부경,2005-01-07,1,7,7,다스름,임성실,01:05.3,2½,2 -  -  -  - 2 - 3 - ,,
73,부경,2005-01-07,7,4,5,매덤무어,한상규,01:03.8,¾,7 -  -  -  - 7 - 7 - ,,
74,부경,2005-01-07,7,5,1,감동적,박진희,01:02.2,,3 -  -  -  - 4 - 4 - ,,
75,부경,2005-01-07,7,6,4,블루머린,박재호,01:03.6,2½,2 -  -  -  - 2 - 2 - ,,
76,부경,2005-01-14,7,6,,고모리,오영일,,출전제외, -  -  -  -  -  - ,,
77,부경,2005-01-14,7,4,9,별누리,박재호,01:23.4,6,8 -  -  - 8 - 8 - 9 - ,,
78,부경,2005-01-14,7,3,8,무역항,김태준,01:22.3,3,2 -  -  - 3 - 3 - 4 - ,,
79,부경,2005-01-14,6,5,7,폰지폰제릴리,하무선,01:05.3,½,6 -  -  -  - 6 - 6 - ,,
80,부경,2005-01-14,6,4,8,고속독주,문중원,01:05.5,1½,7 -  -  -  - 8 - 8 - ,,
81,부경,2005-01-14,4,5,8,리드풋,양영남,01:04.6,코,8 -  -  -  - 8 - 9 - ,,
82,부경,2005-01-14,4,8,9,기적부활,오영일,01:05.2,4,9 -  -  -  - 9 - 8 - ,,
83,부경,2005-01-14,6,6,1,어매터어브럭,양영남,01:03.2,,3 -  -  -  - 2 - 2 - ,,
84,부경,2005-01-14,6,9,9,어워크인더스카이,하태국,01:06.2,4,9 -  -  -  - 9 - 9 - ,,
85,부경,2005-01-14,7,8,1,이시대최고,구영준,01:17.5,,1 -  -  - 1 - 1 - 1 - ,,
86,부경,2005-01-14,8,4,8,니얼리코드,이영우,01:19.9,5,7 -  -  - 6 - 6 - 6 - ,,
87,부경,2005-01-14,1,1,1,일심만능,박진희,01:04.0,,4 -  -  -  - 4 - 4 - ,,
88,부경,2005-01-14,1,7,3,다솔사,하태국,01:04.4,2,3 -  -  -  - 3 - 3 - ,,
89,부경,2005-01-14,8,5,5,큰곰자리,박재호,01:17.7,¾,8 -  -  - 8 - 9 - 8 - ,,
90,부경,2005-01-14,9,10,1,막강전력,박진희,01:17.9,,3 -  -  - 3 - 4 - 2 - ,,
91,부경,2005-01-14,9,7,5,튜닝업,문중원,01:19.4,½,7 -  -  - 5 - 5 - 5 - ,,
92,부경,2005-01-14,9,5,4,포석정,김태준,01:19.3,1,4 -  -  - 4 - 3 - 3 - ,,
93,부경,2005-01-14,9,3,3,화려한출발,최인덕,01:19.1,1,5 -  -  - 6 - 6 - 6 - ,,
94,부경,2005-01-14,9,1,8,만불산,한상규,01:20.3,4,10 -  -  - 10 - 10 - 10 - ,,
95,부경,2005-01-14,8,8,1,원더러브,구민성,01:15.8,,3 -  -  - 3 - 3 - 1 - ,,
96,부경,2005-01-14,8,2,7,트레인,유현명,01:19.1,7,9 -  -  - 9 - 8 - 9 - ,,
97,부경,2005-01-14,8,1,6,랩타임,문중원,01:17.9,1¼,5 -  -  - 5 - 5 - 3 - ,,
98,부경,2005-01-14,2,6,1,꾸준한,구민성,01:03.9,,5 -  -  -  - 5 - 2 - ,,
99,부경,2005-01-14,2,5,4,마부작침,한상규,01:05.1,3,6 -  -  -  - 7 - 8 - ,,
100,부경,2005-01-14,2,4,6,일장검,이영우,01:05.5,¾,4 -  -  -  - 4 - 5 - ,,
101,부경,2005-01-14,2,3,3,패권장악,박재호,01:04.6,4,1 -  -  -  - 1 - 4 - ,,
102,부경,2005-01-14,1,5,4,단독장군,한상규,01:04.5,½,6 -  -  -  - 6 - 5 - ,,
103,부경,2005-01-14,1,2,7,꼭두방,오영일,01:06.1,9,7 -  -  -  - 7 - 7 - ,,
104,부경,2005-01-14,3,6,3,황제의제국,최인덕,01:05.1,1,5 -  -  -  - 6 - 6 - ,,
105,부경,2005-01-14,5,7,2,잠개,오영일,01:04.8,3,7 -  -  -  - 7 - 5 - ,,
106,부경,2005-01-14,5,6,4,트리플타임,유현명,01:05.4,½,1 -  -  -  - 2 - 1 - ,,
107,부경,2005-01-14,5,4,,금빛사랑,박재호,,출전취소, -  -  -  -  -  - ,,
108,부경,2005-01-14,4,7,4,지온로즈,최인덕,01:04.1,¾,3 -  -  -  - 3 - 2 - ,,
109,부경,2005-01-14,4,6,1,트라이벌토닉,하태국,01:03.4,,1 -  -  -  - 1 - 1 - ,,
110,부경,2005-01-14,4,4,2,찰떡궁합,한상규,01:03.4,목,4 -  -  -  - 2 - 3 - ,,
111,부경,2005-01-14,4,2,7,고동소리,유현명,01:04.6,목,7 -  -  -  - 7 - 7 - ,,
112,부경,2005-01-14,2,8,5,국화수,유현명,01:05.3,1¼,7 -  -  -  - 6 - 6 - ,,
113,부경,2005-01-14,8,6,4,로지즈포프리,최인덕,01:17.6,목,6 -  -  - 7 - 7 - 7 - ,,
114,부경,2005-01-14,8,7,3,새시스쿠터,김태준,01:17.5,6,4 -  -  - 4 - 4 - 4 - ,,
115,부경,2005-01-14,8,9,9,피스펄모먼츠,하무선,01:20.8,5,2 -  -  - 1 - 1 - 5 - ,,
116,부경,2005-01-14,2,7,8,자이언트퀸,하태국,01:05.8,목,8 -  -  -  - 8 - 7 - ,,
117,부경,2005-01-14,3,1,1,충렬사,한상규,01:04.6,,3 -  -  -  - 3 - 3 - ,,
118,부경,2005-01-14,3,2,2,홍도,유현명,01:04.9,2,2 -  -  -  - 2 - 2 - ,,
119,부경,2005-01-14,3,3,5,석장리,김태경,01:06.6,8,4 -  -  -  - 4 - 4 - ,,
120,부경,2005-01-14,3,4,4,미래여걸,이영우,01:05.1,코,1 -  -  -  - 1 - 1 - ,,
121,부경,2005-01-14,3,5,6,수퍼루키,하무선,01:06.7,1,7 -  -  -  - 5 - 5 - ,,
122,부경,2005-01-14,3,7,7,희망의꿈,김태준,01:08.7,12,6 -  -  -  - 7 - 7 - ,,
123,부경,2005-01-14,5,1,6,상행열차,조찬훈,01:05.8,머리,2 -  -  -  - 1 - 2 - ,,
124,부경,2005-01-14,1,3,2,미송,유현명,01:04.0,½,2 -  -  -  - 2 - 1 - ,,
125,부경,2005-01-14,1,4,6,천하질주,박재호,01:04.6,½,5 -  -  -  - 5 - 6 - ,,
126,부경,2005-01-14,1,6,5,아글라이아,조찬훈,01:04.5,머리,1 -  -  -  - 1 - 2 - ,,
127,부경,2005-01-14,4,1,6,승리기원,구영준,01:04.5,1¾,2 -  -  -  - 4 - 4 - ,,
128,부경,2005-01-14,8,3,2,택엔투스쿨,임성실,01:16.5,4,1 -  -  - 2 - 2 - 2 - ,,
129,부경,2005-01-14,6,3,3,제이미즈브러시,한상규,01:04.4,2½,2 -  -  -  - 3 - 3 - ,,
130,부경,2005-01-14,6,7,5,체이니,김태준,01:05.0,½,4 -  -  -  - 5 - 4 - ,,
131,부경,2005-01-14,6,8,4,쉬자지니어스,구민성,01:04.9,3,8 -  -  -  - 7 - 7 - ,,
132,부경,2005-01-14,7,1,5,템프테이션,최인덕,01:20.0,6,9 -  -  - 9 - 9 - 8 - ,,
133,부경,2005-01-14,7,2,4,개막축포,김도현,01:19.1,1¾,5 -  -  - 5 - 5 - 5 - ,,
134,부경,2005-01-14,7,5,2,추월자신,양영남,01:18.2,4,6 -  -  - 6 - 6 - 6 - ,,
135,부경,2005-01-14,7,7,6,날아가,조찬훈,01:20.1,¾,7 -  -  - 7 - 7 - 7 - ,,
136,부경,2005-01-14,2,1,2,군자대로행,문중원,01:03.9,코,3 -  -  -  - 3 - 1 - ,,
137,부경,2005-01-14,2,2,7,협공,김태경,01:05.8,1¾,2 -  -  -  - 2 - 3 - ,,
138,부경,2005-01-14,9,4,9,바래봉,하태국,01:21.3,5,6 -  -  - 7 - 8 - 8 - ,,
139,부경,2005-01-14,9,6,6,장유폭포,구영준,01:19.4,목,9 -  -  - 8 - 7 - 7 - ,,
140,부경,2005-01-14,9,9,2,내일은태양,구민성,01:18.9,6,8 -  -  - 9 - 9 - 9 - ,,
141,부경,2005-01-14,4,9,5,위닝투데이,박진희,01:04.2,¾,6 -  -  -  - 6 - 6 - ,,
142,부경,2005-01-14,6,2,6,넘치는매력,구영준,01:05.2,1¼,5 -  -  -  - 4 - 5 - ,,
143,부경,2005-01-14,5,2,3,기대만점,하무선,01:05.3,3,3 -  -  -  - 4 - 4 - ,,
144,부경,2005-01-14,5,5,1,초고리,하태국,01:04.3,,4 -  -  -  - 3 - 3 - ,,
145,부경,2005-01-14,6,1,2,광열한,유현명,01:03.9,4,1 -  -  -  - 1 - 1 - ,,
146,부경,2005-01-14,9,8,7,의지,박재호,01:19.6,¾,2 -  -  - 1 - 1 - 1 - ,,
147,부경,2005-01-14,9,2,10,더블린,유현명,01:21.5,1¼,1 -  -  - 2 - 2 - 4 - ,,
148,부경,2005-01-14,5,8,5,육로개방,김태경,01:05.7,2,5 -  -  -  - 5 - 6 - ,,
149,부경,2005-01-14,5,3,7,가랑,이영우,01:06.8,6,6 -  -  -  - 6 - 7 - ,,
150,부경,2005-01-14,4,3,3,곤오프헌팅,구민성,01:04.0,3,5 -  -  -  - 5 - 5 - ,,
151,부경,2005-01-14,7,9,7,상운,유현명,01:21.7,9,4 -  -  - 4 - 4 - 3 - ,,
152,부경,2005-01-14,7,10,3,통반장,한상규,01:18.7,3,3 -  -  - 2 - 2 - 2 - ,,
153,부경,2005-01-21,2,1,1,인디언울프,박재호,01:05.2,,1 -  -  -  - 1 - 1 - ,,
154,부경,2005-01-21,8,6,5,천리강자,조찬훈,01:18.1,목,7 -  -  - 10 - 10 - 5 - ,,
155,부경,2005-01-21,6,5,2,늘한빛,박재호,01:19.8,10,3 -  -  - 3 - 3 - 2 - ,,
156,부경,2005-01-21,5,5,1,댄서즈프라이즈,유현명,01:17.3,,4 -  -  - 4 - 4 - 1 - ,,
157,부경,2005-01-21,9,5,4,해오름달,조찬훈,01:36.0,3,4 -  -  - 4 - 6 - 6 - ,,
158,부경,2005-01-21,4,8,5,파틀리선니스카이,유현명,01:04.4,1¾,5 -  -  -  - 7 - 5 - ,,
159,부경,2005-01-21,5,6,4,다이아몬드무브,김태경,01:18.5,5,1 -  -  - 1 - 1 - 4 - ,,
160,부경,2005-01-21,2,6,8,투지,김태경,01:06.7,1,2 -  -  -  - 2 - 2 - ,,
161,부경,2005-01-21,3,2,2,화려한꿈,오영일,01:04.8,1, -  -  -  -  -  - ,,
162,부경,2005-01-21,3,10,6,주도력,하태국,01:06.1,½, -  -  -  -  -  - ,,
163,부경,2005-01-21,4,4,2,와일드트리플,한상규,01:03.1,5,1 -  -  -  - 1 - 2 - ,,
164,부경,2005-01-21,5,2,6,패션바이어,최인덕,01:18.8,1¾,6 -  -  - 6 - 7 - 6 - ,,
165,부경,2005-01-21,5,3,9,해법,한상규,01:20.8,8,9 -  -  - 9 - 9 - 9 - ,,
166,부경,2005-01-21,5,7,5,토크인,하태국,01:18.5,코,8 -  -  - 8 - 8 - 5 - ,,
167,부경,2005-01-21,5,8,2,조만포,조찬훈,01:17.7,2,2 -  -  - 2 - 2 - 2 - ,,
168,부경,2005-01-21,6,1,3,마스코트,채규준,01:19.9,1,7 -  -  - 7 - 5 - 3 - ,,
169,부경,2005-01-21,2,7,,항아,한상규,,출전취소, -  -  -  -  -  - ,,
170,부경,2005-01-21,2,10,5,승리전망대,구민성,01:06.3,1¾,5 -  -  -  - 5 - 6 - ,,
171,부경,2005-01-21,3,1,9,금색신,구영준,01:07.2,1¼, -  -  -  -  -  - ,,
172,부경,2005-01-21,3,5,4,프로펠러,문중원,01:05.4,3, -  -  -  -  -  - ,,
173,부경,2005-01-21,3,7,3,오공이,유현명,01:04.8,½, -  -  -  -  -  - ,,
174,부경,2005-01-21,3,9,10,럭키폭스,양영남,01:08.0,5, -  -  -  -  -  - ,,
175,부경,2005-01-21,4,1,3,그린우드미스,오영일,01:03.9,4,9 -  -  -  - 6 - 3 - ,,
176,부경,2005-01-21,4,2,1,퍼스트클래스캣,김도현,01:02.3,,3 -  -  -  - 2 - 1 - ,,
177,부경,2005-01-21,4,3,8,엔젤미스,구민성,01:04.7,목,7 -  -  -  - 8 - 8 - ,,
178,부경,2005-01-21,1,1,1,건봉사,하태국,01:03.5,,1 -  -  -  - 1 - 1 - ,,
179,부경,2005-01-21,1,4,9,다스름,김수만,01:06.6,2½,5 -  -  -  - 5 - 5 - ,,
180,부경,2005-01-21,1,6,8,사도닉스,문중원,01:06.2,6,3 -  -  -  - 4 - 4 - ,,
181,부경,2005-01-21,1,8,7,강철거인,구민성,01:05.2,¾,7 -  -  -  - 7 - 7 - ,,
182,부경,2005-01-21,1,9,4,강호가도,하무선,01:04.7,1¼,6 -  -  -  - 6 - 6 - ,,
183,부경,2005-01-21,9,3,1,화려한축제,최인덕,01:33.0,,6 -  -  - 5 - 4 - 2 - ,,
184,부경,2005-01-21,9,4,3,여울,하태국,01:35.4,10,5 -  -  - 3 - 3 - 3 - ,,
185,부경,2005-01-21,9,7,2,치솟아,양영남,01:33.7,4,1 -  -  - 1 - 1 - 1 - ,,
186,부경,2005-01-21,1,7,6,수호전사,박재호,01:05.0,1½,9 -  -  -  - 9 - 9 - ,,
187,부경,2005-01-21,1,2,5,새벽마을,한상규,01:04.7,코,8 -  -  -  - 8 - 8 - ,,
188,부경,2005-01-21,4,9,6,동명불원,김태준,01:04.4,코,8 -  -  -  - 9 - 6 - ,,
189,부경,2005-01-21,7,2,3,소원,조찬훈,01:19.1,½,6 -  -  - 6 -  - 3 - ,,
190,부경,2005-01-21,6,4,1,자연주의,최인덕,01:18.0,,1 -  -  - 1 - 1 - 1 - ,,
191,부경,2005-01-21,6,7,5,장유사,구민성,01:20.9,¾,2 -  -  - 2 - 2 - 5 - ,,
192,부경,2005-01-21,7,1,7,번개소녀,김태준,01:20.2,1,4 -  -  - 4 -  - 7 - ,,
193,부경,2005-01-21,7,3,2,두터운정,양영남,01:19.0,6,2 -  -  - 2 -  - 2 - ,,
194,부경,2005-01-21,7,4,5,근원승리,하무선,01:19.4,1¼,8 -  -  - 7 -  - 5 - ,,
195,부경,2005-01-21,7,5,4,은방울꽃,김도현,01:19.2,½,3 -  -  - 3 -  - 4 - ,,
196,부경,2005-01-21,7,6,1,불굴투혼,한상규,01:18.0,,1 -  -  - 1 -  - 1 - ,,
197,부경,2005-01-21,7,7,6,아지랑이,구민성,01:20.0,3,5 -  -  - 5 -  - 6 - ,,
198,부경,2005-01-21,7,8,8,별구슬,하태국,01:21.6,8,7 -  -  - 8 -  - 8 - ,,
199,부경,2005-01-21,8,1,9,지니브리즈러브,구영준,01:18.9,¾,6 -  -  - 7 - 7 - 9 - ,,
200,부경,2005-01-21,8,3,1,하이밸류,문중원,01:15.6,,1 -  -  - 1 - 1 - 1 - ,,
201,부경,2005-01-21,8,4,7,종이섬,한상규,01:18.3,코,5 -  -  - 5 - 6 - 7 - ,,
202,부경,2005-01-21,8,5,3,파스타프라임드,박재호,01:17.2,8,8 -  -  - 6 - 5 - 3 - ,,
203,부경,2005-01-21,8,10,10,환호세례,김도현,01:21.4,14,3 -  -  - 2 - 2 - 10 - ,,
204,부경,2005-01-21,9,1,7,탑동,김태준,01:38.9,14,2 -  -  - 2 - 2 - 4 - ,,
205,부경,2005-01-21,4,5,4,얼루어링알레타,박재호,01:04.0,1¼,6 -  -  -  - 4 - 4 - ,,
206,부경,2005-01-21,4,7,9,퍼펙트이어,조찬훈,01:04.7,코,4 -  -  -  - 3 - 9 - ,,
207,부경,2005-01-21,4,10,7,졸리여키,김태경,01:04.6,1½,2 -  -  -  - 5 - 7 - ,,
208,부경,2005-01-21,9,6,6,가람큰,박재호,01:36.3,½,3 -  -  - 6 - 7 - 7 - ,,
209,부경,2005-01-21,9,2,5,기쁜땅,오영일,01:36.3,1½,7 -  -  - 7 - 5 - 5 - ,,
210,부경,2005-01-21,6,2,4,남해특급,오영일,01:20.8,5,6 -  -  - 6 - 6 - 4 - ,,
211,부경,2005-01-21,5,9,3,지구지계,김수만,01:17.7,코,3 -  -  - 3 - 3 - 3 - ,,
212,부경,2005-01-21,5,4,8,씨알,김도현,01:19.4,2½,5 -  -  - 5 - 5 - 8 - ,,
213,부경,2005-01-21,5,1,7,큐더뷰글러,양영남,01:19.0,¾,7 -  -  - 7 - 6 - 7 - ,,
214,부경,2005-01-21,4,6,10,황금반지,구영준,01:04.7,목,10 -  -  -  - 10 - 10 - ,,
215,부경,2005-01-21,3,8,8,첨병대장,최인덕,01:07.0,5, -  -  -  -  -  - ,,
216,부경,2005-01-21,3,6,7,금강대교,구민성,01:06.1,목, -  -  -  -  -  - ,,
217,부경,2005-01-21,3,4,1,초특급도전,한상규,01:04.6,, -  -  -  -  -  - ,,
218,부경,2005-01-21,3,3,5,주지봉,김태준,01:06.0,4, -  -  -  -  -  - ,,
219,부경,2005-01-21,2,9,2,인디언,유현명,01:05.7,3,3 -  -  -  - 3 - 3 - ,,
220,부경,2005-01-21,2,8,7,상계봉,김태준,01:06.5,¾,4 -  -  -  - 7 - 7 - ,,
221,부경,2005-01-21,2,5,3,픽미업,조찬훈,01:05.8,¾,9 -  -  -  - 9 - 9 - ,,
222,부경,2005-01-21,2,2,9,아트모빌,채규준,01:06.8,¾,6 -  -  -  - 4 - 4 - ,,
223,부경,2005-01-21,1,5,3,부산공주,유현명,01:04.5,¾,4 -  -  -  - 3 - 3 - ,,
224,부경,2005-01-21,6,6,7,리딩히어로,이명화,01:24.3,13,4 -  -  - 5 - 7 - 7 - ,,
225,부경,2005-01-21,6,3,6,대폭,하태국,01:22.1,7,5 -  -  - 4 - 4 - 6 - ,,
226,부경,2005-01-21,8,9,4,한계극복,양영남,01:18.1,5,4 -  -  - 4 - 4 - 4 - ,,
227,부경,2005-01-21,8,8,6,히든히어로,최인덕,01:18.3,1¼,10 -  -  - 9 - 8 - 6 - ,,
228,부경,2005-01-21,8,7,8,모래요정,김수만,01:18.8,2½,9 -  -  - 8 - 9 - 8 - ,,
229,부경,2005-01-21,8,2,2,나이트밴딧,이영우,01:15.8,1,2 -  -  - 3 - 3 - 2 - ,,
230,부경,2005-01-21,1,3,2,신주류,김도현,01:04.4,5,2 -  -  -  - 2 - 2 - ,,
231,부경,2005-01-21,2,3,6,음속,이영우,01:06.3,목,8 -  -  -  - 6 - 5 - ,,
232,부경,2005-01-21,2,4,4,완벽조건,양영남,01:06.0,1,7 -  -  -  - 8 - 8 - ,,
233,부경,2005-01-28,4,7,7,보라카이,유현명,01:07.6,3,7 -  -  -  -  - 7 - ,,
234,부경,2005-01-28,9,7,4,오동도,김태준,01:19.8,4,4 -  -  - 5 -  - 4 - ,,
235,부경,2005-01-28,9,1,9,고운뜰,하태국,01:22.4,2,8 -  -  - 9 -  - 8 - ,,
236,부경,2005-01-28,1,2,6,끝없는도전,박진희,01:04.7,1,4 -  -  -  - 4 - 7 - ,,
237,부경,2005-01-28,10,3,5,고모리,오영일,01:19.5,1½,9 -  -  - 9 -  - 7 - ,,
238,부경,2005-01-28,10,2,9,잔칫집,구민성,01:23.5,9,8 -  -  - 8 -  - 9 - ,,
239,부경,2005-01-28,10,1,4,사우스포,구영준,01:19.3,1½,7 -  -  - 7 -  - 5 - ,,
240,부경,2005-01-28,8,7,6,젤리,박진희,01:17.2,2½,6 -  -  - 6 -  - 7 - ,,
241,부경,2005-01-28,8,6,4,델러번샌디,하태국,01:16.7,1¼,4 -  -  - 5 -  - 5 - ,,
